timestamp,pressure_psig,temperature_f,flow_m3h
2025-01-01 00:00:00,50.06094341595089,81.11164117315965,103.08526505421239
2025-01-01 00:01:00,49.79287584060885,81.41339965088582,101.61078637371038
2025-01-01 00:02:00,50.15183554626097,81.35032294421198,100.6824643805866
2025-01-01 00:03:00,50.19073086239251,81.55214972642236,102.70226830802302
2025-01-01 00:04:00,49.61328344355669,80.98837769464528,100.88375097855157
2025-01-01 00:05:00,49.74392707563445,81.1486450724179,101.269012717689
2025-01-01 00:06:00,50.03080347029503,81.26022422056867,100.77458371300403
2025-01-01 00:07:00,49.942859184173244,81.08283234229329,102.48712681742875
2025-01-01 00:08:00,50.003619667839644,80.82092419553065,101.08278037850643
2025-01-01 00:09:00,49.8372431776371,80.86079802999382,101.28756800663622
2025-01-01 00:10:00,50.18460347244563,80.62571849170624,102.13219679428904
2025-01-01 00:11:00,50.16515401279006,81.25276480418881,101.63845072432972
2025-01-01 00:12:00,50.02367333076083,81.0023876632063,101.12800651117523
2025-01-01 00:13:00,50.23678679890628,80.72522725697259,102.06092124270502
2025-01-01 00:14:00,50.10571157635738,80.73309048445303,103.2044962251231
2025-01-01 00:15:00,49.84122213326938,80.46639203096882,101.42871683164223
2025-01-01 00:16:00,50.08770145156533,81.56837016466822,101.26925300764363
2025-01-01 00:17:00,49.823045177873276,81.12559588636182,101.31338068259106
2025-01-01 00:18:00,50.19138187940702,80.662203918016,102.2262342886312
2025-01-01 00:19:00,50.006576459305194,81.50517385816794,100.69952174686902
2025-01-01 00:20:00,49.98045867584048,80.82795067448528,100.95719268988077
2025-01-01 00:21:00,49.88211441485189,80.41217876383577,99.95083671852235
2025-01-01 00:22:00,50.263677418238856,81.63327298374911,100.2346186473252
2025-01-01 00:23:00,49.98913171590865,80.861324732291,100.7683722967814
2025-01-01 00:24:00,49.935240128220904,80.9326135587466,101.13873954996056
2025-01-01 00:25:00,49.951346664872744,81.16482134276008,102.59961012016674
2025-01-01 00:26:00,50.12910247986425,81.72267238819984,101.61396946964031
2025-01-01 00:27:00,50.09659629236439,81.16852094588403,100.45632161966988
2025-01-01 00:28:00,50.10692039100023,80.56604620481049,100.60438666221806
2025-01-01 00:29:00,50.11140399442875,81.44462354593685,102.2873340253714
2025-01-01 00:30:00,50.454434758618106,80.93724813151468,102.08956477701165
2025-01-01 00:31:00,49.945687182777824,82.13074046856904,101.21151522253741
2025-01-01 00:32:00,49.925386074377705,81.19323151641252,100.83567028142024
2025-01-01 00:33:00,49.86594397874866,80.08326379500227,102.09031123189789
2025-01-01 00:34:00,50.15275776674102,81.38643133541987,100.39635410860427
2025-01-01 00:35:00,50.25621913578216,82.18699205706542,101.50526829985569
2025-01-01 00:36:00,50.00849740147707,82.00957449079444,103.01037665836628
2025-01-01 00:37:00,49.864117217728264,82.14398941871022,101.35711679698349
2025-01-01 00:38:00,49.86811327803389,80.72550672034855,100.57290474349712
2025-01-01 00:39:00,50.16398845833475,81.69831402975089,101.52222464429806
2025-01-01 00:40:00,50.18338046977408,80.88806793019967,100.81843733150284
2025-01-01 00:41:00,50.14421956275581,81.3680134876811,100.07964351576881
2025-01-01 00:42:00,49.903345163640694,80.62617225157597,101.75623414646306
2025-01-01 00:43:00,50.083737071815094,80.94717622247093,102.09011922080474
2025-01-01 00:44:00,50.06149896090346,80.9380122275726,100.94754997081388
2025-01-01 00:45:00,50.08275578374902,81.73212039188596,100.89488760194443
2025-01-01 00:46:00,50.214159342473074,81.6898850647329,100.42780187808474
2025-01-01 00:47:00,50.08544745998297,81.43459356994013,101.07746097018261
2025-01-01 00:48:00,50.17736505077793,80.62760652015434,100.74784720684268
2025-01-01 00:49:00,50.05595134832907,81.15360623235242,100.38922542316367
2025-01-01 00:50:00,50.101111802525615,80.94295149841857,102.71207348701601
2025-01-01 00:51:00,50.170397132172006,81.75740635387137,101.57179671162977
2025-01-01 00:52:00,49.75355904689764,81.9181944577696,101.65675976052445
2025-01-01 00:53:00,49.98190583491302,81.86380307602649,101.90578172086225
2025-01-01 00:54:00,49.952614541912624,80.96448339685804,101.81608660232618
2025-01-01 00:55:00,49.919761608816565,79.97878381745915,100.86894239774641
